,work_mode,employment_mode,role,prog_skills_in_role,code_for_job,IT_exp,prof_prog_exp,first_code,assigned_seniority,self_assessed_seniority,formal_edu,majors,formal_edu_importance,gender,age,monthly_salary,pro_languages,web_frameworks,other_tools,databases,platforms,fav_language,least_fav_language,fav_framework,least_fav_framework,tools,use_AI_tools,AI_replace_dev,layoffs_23_24,working_now,unemployed_duration,same_role,current_vs_prev_salary
153,onsite,Empleador local (Paraguay),backend_dev,,Yes,3_5 years,3_5 years,16_17 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering",very_important,male,25_29 years,9M_12M,"Java, C#, SQL","ASP.NET Core, Spring",".NET, NET Core","MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, SQLite","Microsoft Windows, AWS, Azure, Microsoft Azure",Java,PHP,Spring,,"Slack, GitHub, Google Suite (Docs, Meet, etc), Microsoft Team, Jira","ChatGPT, Github Copilot",no,no,,,,
154,Hibrído,Empleador local (Paraguay),full_stack_dev,"sys_admin, devops_dataops, scientific_researcher, designer, educator",Yes,26+ years,26+ years,12_13 years,Principal,Principal,master,computer_engineering,somewhat_important,male,45_49 years,50M+,"JavaScript, TypeScript, Python, Java, Kotlin, C#, Go, HTML/CSS, SQL, Bash/Shell/PowerShell, Swift, Objective-C","React.js, JQuery, ASP.NET, ASP.NET Core, Vue.js, Spring, Django, Flask",Unity 3D,"MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, SQLite, MongoDB, Redis, Oracle, Firebase, IBM DB2, Elasticsearch","GNU/Linux, Microsoft Windows, MacOS, Docker, AWS, Azure, Android, Raspberry Pi, Microsoft Azure, WordPress, iOS, Kubernetes, Arduino",Python,Bash/Shell/PowerShell,Spring,Angular,"GitLab, Microsoft Team, Jira, Microsoft Azure, Google Suite (Docs, Meet, etc), Trello, GitHub, Slack, Discord, Confluence",Github Copilot,yes,no,,,,
155,remote,foreign_employer,frontend_dev,designer,Yes,18_25 years,18_25 years,16_17 years,Senior,Senior,high_school,computer_engineering,critical,male,35_39 years,24M_27M,"JavaScript, TypeScript, HTML/CSS",React.js,Node.js,MySQL,MacOS,TypeScript,Python,React.js,Vue.js,"Jira, GitLab, Slack",ChatGPT,no,no,,,,
156,onsite,Empleador local (Paraguay),"backend_dev, frontend_dev",,Yes,3_5 years,3_5 years,16_17 years,Junior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,somewhat_important,female,25_29 years,3.5M_5M,"JavaScript, Python, HTML/CSS, SQL",Django,,PostgreSQL,Microsoft Windows,Python,Spring,Django,Spring,,,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
157,remote,freelance,"full_stack_dev, db_admin",sys_admin,Yes,26+ years,26+ years,28_29 years,No aplica a mi lugar de trabajo,Senior,master,"computer_engineering, other",very_important,male,40_44 years,24M_27M,"JavaScript, PHP, Python, HTML/CSS, SQL, Bash/Shell/PowerShell","JQuery, Vue.js, Laravel, CodeIgniter",,"MySQL, MariaDB, PostgreSQL, Redis","GNU/Linux, MacOS, Docker",PHP,Java,Laravel,Spring,"Google Suite (Docs, Meet, etc), Trello, GitHub",ChatGPT,no,no,,,,
158,Hibrído,freelance,frontend_dev,designer,No,<1 year,3_5 years,14_15 years,No aplica a mi lugar de trabajo,Junior,high_school,graphic_design,very_important,male,35_39 years,3.5M_5M,"JavaScript, TypeScript, HTML/CSS",React.js,Node.js,MySQL,Microsoft Windows,JavaScript,SQL,React.js,Laravel,GitHub,ChatGPT,no,no,,,,
159,remote,foreign_employer,"backend_dev, frontend_dev, full_stack_dev, qa_testing, proj_lead","sys_admin, scientific_researcher, educator",Yes,13_17 years,13_17 years,18_19 years,Senior,Senior,master,"programming, computer_engineering, other",somewhat_important,male,35_39 years,33M_40M,"JavaScript, TypeScript, Java, HTML/CSS, SQL, Bash/Shell/PowerShell","React.js, Spring",Node.js,"PostgreSQL, Redis, DynamoDB","MacOS, Docker, AWS, Kubernetes",Java,Genexus,Spring,JQuery,"Slack, Confluence, Google Suite (Docs, Meet, etc), Notion, GitHub, Jira","Google Bard, ChatGPT, Notion AI, Bing AI, Github Copilot","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
160,remote,foreign_employer,"backend_dev, frontend_dev, full_stack_dev","sys_admin, devops_dataops",Yes,3_5 years,3_5 years,14_15 years,Senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,somewhat_important,male,25_29 years,33M_40M,"JavaScript, TypeScript, Go, HTML/CSS, Bash/Shell/PowerShell",React.js,Node.js,"PostgreSQL, MongoDB","GNU/Linux, MacOS, AWS, Kubernetes",Go,PHP,React.js,ASP.NET Core,"Notion, Confluence, Slack, Google Suite (Docs, Meet, etc), GitLab, GitHub, Jira","Github Copilot, AWS CodeWhisperer, ChatGPT, Google Bard","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
161,Hibrído,Empleador local (Paraguay),software_arch,"sys_admin, devops_dataops",Yes,6_9 years,6_9 years,12_13 years,Senior,Principal,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,30_34 years,15M_18M,"JavaScript, TypeScript, Java, HTML/CSS, SQL","Angular, Angular.js, Spring",Node.js,"PostgreSQL, MongoDB, Oracle","GNU/Linux, Microsoft Windows, Docker, Kubernetes",TypeScript,Objective-C,Spring,ASP.NET,"Microsoft Team, GitLab, Jira",ChatGPT,no,no,,,,
162,remote,freelance,game_dev,designer,No,3_5 years,1_2 years,16_17 years,No aplica a mi lugar de trabajo,Mid-senior,high_school,other,quite_important,male,30_34 years,2.55M_3.5M,"PHP, C#, SQL, LUA",ASP.NET Core,Unity 3D,"MySQL, Microsoft SQL Server, SQLite","Microsoft Windows, Android",Python,,,,"Discord, Google Suite (Docs, Meet, etc), Trello, GitHub","ChatGPT, Unity Muse",no,no,,,,
163,Hibrído,freelance,"frontend_dev, mobile_dev",educator,No,<1 year,3_5 years,<10 years,No aplica a mi lugar de trabajo,Junior,high_school,"programming, systems_analysis, computer_engineering",not_important,male,20_24 years,<min_wage,"JavaScript, PHP, HTML/CSS","React.js, Flask, Laravel",Flutter,MySQL,Microsoft Windows,JavaScript,Java,React.js,JQuery,"Discord, GitHub, Google Suite (Docs, Meet, etc)","ChatGPT, Github Copilot","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
164,remote,Empleador local (Paraguay),full_stack_dev,,Yes,6_9 years,6_9 years,18_19 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",programming,somewhat_important,male,30_34 years,7M_9M,"JavaScript, TypeScript, Java, HTML/CSS, SQL","Angular, Angular.js, JQuery",,PostgreSQL,Microsoft Windows,JavaScript,PHP,Angular,JQuery,"GitLab, Jira, Microsoft Team, Discord, Slack",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
165,onsite,Empleador local (Paraguay),backend_dev,devops_dataops,Yes,3_5 years,3_5 years,10_11 years,Mid-senior,Mid-senior,high_school,computer_engineering,not_important,male,25_29 years,5M_7M,"C#, SQL","ASP.NET, ASP.NET Core",".NET, NET Core","Microsoft SQL Server, Oracle","Microsoft Windows, Microsoft Azure, Kubernetes",C#,Oracle Forms,ASP.NET Core,React.js,"Microsoft Azure, GitHub, Microsoft Team",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
166,Hibrído,Empleador local (Paraguay),"full_stack_dev, mobile_dev, dev_ops",devops_dataops,Yes,6_9 years,6_9 years,<10 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,male,30_34 years,12M_15M,"JavaScript, TypeScript, Java, HTML/CSS, SQL","Angular, JQuery, Express, Vue.js, Spring","Node.js, Cordova",PostgreSQL,"GNU/Linux, Microsoft Windows, Docker, iOS",TypeScript,Java,Vue.js,JQuery,"Confluence, Jira, GitLab",ChatGPT,no,no,,,,
167,remote,foreign_employer,dev_ops,devops_dataops,Yes,6_9 years,6_9 years,10_11 years,Mid-senior,Mid-senior,high_school,systems_analysis,somewhat_important,male,25_29 years,21M_24M,"JavaScript, TypeScript, Python, HTML/CSS, SQL, Bash/Shell/PowerShell","React.js, Angular, Flask","Node.js, Pandas, Hadoop","MySQL, MariaDB, PostgreSQL, Oracle, DynamoDB","GNU/Linux, MacOS, Docker, AWS",Python,PHP,,Angular.js,"Discord, Slack, Notion, Google Suite (Docs, Meet, etc), Jira, Microsoft Team, GitHub","Bing AI, ChatGPT, AWS CodeWhisperer, Google Bard","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
168,none,freelance,"backend_dev, frontend_dev, qa_testing",,No,3_5 years,<1 year,10_11 years,No aplica a mi lugar de trabajo,Trainee,high_school,"programming, other",very_important,male,25_29 years,<min_wage,"JavaScript, Java, HTML/CSS, SQL",JQuery,,"MySQL, PostgreSQL","GNU/Linux, Microsoft Windows",Java,,,,,"Bing AI, ChatGPT",no,no,,,,
169,remote,foreign_employer,"backend_dev, data_eng",,Yes,13_17 years,10_12 years,16_17 years,Mid-senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","systems_analysis, computer_engineering",not_important,female,30_34 years,50M+,"Python, SQL",,Pandas,PostgreSQL,AWS,C#,Java,ASP.NET Core,,"Slack, Google Suite (Docs, Meet, etc), Jira, GitLab",,no,no,,,,
170,Hibrído,Empleador local (Paraguay),"full_stack_dev, ux_ui",sys_admin,Yes,3_5 years,6_9 years,10_11 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",very_important,male,30_34 years,3.5M_5M,"JavaScript, TypeScript, PHP, HTML/CSS, SQL","JQuery, Express, Vue.js, Laravel","Node.js, Flutter","MySQL, PostgreSQL, SQLite","GNU/Linux, Docker, Android",TypeScript,,Express,,,ChatGPT,no,no,,,,
171,onsite,Empleador local (Paraguay),full_stack_dev,sys_admin,Yes,10_12 years,18_25 years,18_19 years,No aplica a mi lugar de trabajo,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,very_important,male,45_49 years,3.5M_5M,"TypeScript, PHP, Java, HTML/CSS, VBA, Fox Pro","Angular, Spring",,"MySQL, MariaDB, PostgreSQL","GNU/Linux, Microsoft Windows",Java,PHP,Spring,CakePHP,GitHub,ChatGPT,no,no,,,,
172,Hibrído,Empleador local (Paraguay),backend_dev,devops_dataops,Yes,10_12 years,6_9 years,18_19 years,Mid-senior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, computer_engineering",quite_important,male,30_34 years,9M_12M,"Java, SQL, Xquery",,,Oracle,"Microsoft Windows, MacOS",Scala,PHP,Django,Spring,"Slack, Jira, Google Suite (Docs, Meet, etc), Microsoft Team, GitLab",ChatGPT,no,no,,,,
173,Hibrído,Empleador local (Paraguay),"backend_dev, full_stack_dev, mobile_dev, embedded_sys_dev",sys_admin,Yes,10_12 years,10_12 years,10_11 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",somewhat_important,male,30_34 years,18M_21M,"JavaScript, TypeScript, PHP, Java, HTML/CSS, SQL, Bash/Shell/PowerShell","React.js, Angular, JQuery, Laravel, Symfony",Node.js,"MySQL, PostgreSQL","GNU/Linux, MacOS, Docker, AWS, WordPress, iOS",PHP,Java,Laravel,Spring,"Google Suite (Docs, Meet, etc), Trello, Discord, Jira, GitHub, Confluence, GitLab","Github Copilot, ChatGPT",no,no,,,,
174,onsite,Empleador local (Paraguay),"proj_lead, data_analyst",sys_admin,No,10_12 years,6_9 years,12_13 years,No aplica a mi lugar de trabajo,Desconozco,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,somewhat_important,male,35_39 years,12M_15M,"Python, R",,Pandas,PostgreSQL,"GNU/Linux, Microsoft Windows",Python,Java,Flask,Spring,"Trello, GitLab, Notion",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
175,remote,Empleador local (Paraguay),full_stack_dev,,Yes,6_9 years,6_9 years,<10 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",programming,somewhat_important,male,30_34 years,7M_9M,"JavaScript, Python, Java, C#, HTML/CSS, SQL, VBA","ASP.NET, Spring, Django",.NET,"MySQL, PostgreSQL, Microsoft SQL Server, MongoDB, Firebase","Microsoft Windows, MacOS",Python,PHP,ASP.NET Core,Laravel,"Google Suite (Docs, Meet, etc), GitHub, Jira, Trello, Confluence",,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
176,Hibrído,Empleador local (Paraguay),proj_lead,"sys_admin, educator",Yes,6_9 years,6_9 years,<10 years,Staff,Staff,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,male,30_34 years,9M_12M,"JavaScript, Python, Java, C#, HTML/CSS","JQuery, ASP.NET, ASP.NET Core, Spring",".NET, NET Core","PostgreSQL, Microsoft SQL Server, Oracle",Microsoft Windows,C#,PHP,ASP.NET Core,Express,"Jira, GitHub, Confluence",,"Puede ser, pero dentro de muchos años (más de 10)",yes,yes,<3_months,yes,higher
177,Hibrído,Empleador local (Paraguay),full_stack_dev,designer,Yes,1_2 years,<1 year,14_15 years,Junior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,female,20_24 years,2.55M_3.5M,"JavaScript, PHP, HTML/CSS, SQL, Bash/Shell/PowerShell",JQuery,,"MySQL, MariaDB, PostgreSQL","GNU/Linux, Microsoft Windows, MacOS",,C,React.js,JQuery,"Discord, GitHub, Jira, Google Suite (Docs, Meet, etc)",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
178,onsite,Empleador local (Paraguay),"backend_dev, frontend_dev, embedded_sys_dev, desktop_apps","sys_admin, devops_dataops",Yes,6_9 years,3_5 years,14_15 years,Mid-senior,Mid-senior,high_school,"programming, systems_analysis",somewhat_important,male,25_29 years,9M_12M,"PHP, Python, HTML/CSS, SQL, Oracle Forms, Oracle Apex",,,Oracle,Microsoft Windows,Python,C,Express,,"Microsoft Team, GitHub, Discord, Trello, Notion",ChatGPT,no,no,,,,
179,remote,local_with_foreign_clients,backend_dev,"devops_dataops, scientific_researcher",No,6_9 years,6_9 years,12_13 years,Staff,Staff,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",quite_important,female,25_29 years,7M_9M,"JavaScript, Java, HTML/CSS","React.js, Angular.js, Spring",React Native,Oracle,Microsoft Windows,Java,PHP,Spring,,"Jira, Confluence",ChatGPT,no,no,,,,
180,remote,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev, mobile_dev, db_admin, proj_lead, data_analyst",devops_dataops,Yes,13_17 years,13_17 years,14_15 years,Senior,Senior,high_school,programming,somewhat_important,male,30_34 years,15M_18M,"JavaScript, TypeScript, PHP, C#, HTML/CSS, SQL, Dart, Powerbuilder","JQuery, Vue.js, Laravel","Node.js, Flutter","MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, SQLite, Redis","GNU/Linux, Microsoft Windows, Android",PHP,TypeScript,Vue.js,Angular,"Google Suite (Docs, Meet, etc), GitHub, Trello",,no,no,,,,
181,Hibrído,Empleador local (Paraguay),"full_stack_dev, mobile_dev","sys_admin, scientific_researcher",Yes,6_9 years,6_9 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,critical,male,30_34 years,9M_12M,"JavaScript, TypeScript, Java, Kotlin, Swift","React.js, Angular, Spring","Flutter, Cordova",PostgreSQL,"GNU/Linux, Microsoft Windows, MacOS, Docker, AWS, Android, iOS, Kubernetes",Kotlin,C++,Spring,Angular,"Microsoft Team, GitHub, Google Suite (Docs, Meet, etc)",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
182,onsite,Empleador local (Paraguay),full_stack_dev,,Yes,3_5 years,1_2 years,<10 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,somewhat_important,male,25_29 years,7M_9M,"PHP, SQL, Dart","Angular, Laravel",Flutter,"MySQL, MariaDB, PostgreSQL, SQLite, MongoDB","Microsoft Windows, Android",Dart,Java,Angular,Spring,"Notion, Slack","ChatGPT, Bing AI",no,no,,,,
183,onsite,Empleador local (Paraguay),full_stack_dev,,Yes,13_17 years,13_17 years,20_21 years,No aplica a mi lugar de trabajo,Desconozco,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,very_important,male,40_44 years,12M_15M,"JavaScript, Java, HTML/CSS, SQL, Oracle Forms, PLSQL",Express,"Node.js, Cordova","PostgreSQL, Oracle",Microsoft Windows,SQL,,,,,ChatGPT,no,no,,,,
184,remote,local_with_foreign_clients,frontend_dev,,Yes,6_9 years,6_9 years,10_11 years,Mid-senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,25_29 years,21M_24M,JavaScript,React.js,Node.js,"MySQL, PostgreSQL","MacOS, Docker, AWS, Google Cloud Platform",JavaScript,,React.js,,"GitLab, Slack, Trello, Confluence, GitHub, Jira, Google Suite (Docs, Meet, etc)",ChatGPT,no,no,,,,
185,Hibrído,foreign_employer,"backend_dev, proj_lead",sys_admin,Yes,10_12 years,6_9 years,10_11 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,25_29 years,27M_33M,"Ruby, SQL, Bash/Shell/PowerShell",Ruby on Rails,,PostgreSQL,"Docker, AWS, Microsoft Azure, Kubernetes",Ruby,HTML/CSS,Django,Angular.js,"GitHub, Microsoft Azure, Slack, Notion, Google Suite (Docs, Meet, etc)","Github Copilot, ChatGPT",yes,no,,,,
186,Hibrído,Empleador local (Paraguay),"backend_dev, db_admin","sys_admin, educator",No,10_12 years,3_5 years,10_11 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,somewhat_important,male,40_44 years,15M_18M,"Python, HTML/CSS, SQL, Bash/Shell/PowerShell, React",React.js,,"MySQL, PostgreSQL, MongoDB, Oracle","GNU/Linux, Microsoft Windows, MacOS, Docker, Kubernetes",SQL,Assembly,Django,ASP.NET,"Microsoft Team, Google Suite (Docs, Meet, etc)",ChatGPT,no,yes,no,3_5_months,yes,lower
187,Hibrído,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev, desktop_apps, db_admin",sys_admin,Yes,6_9 years,3_5 years,<10 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,25_29 years,7M_9M,"JavaScript, C#, HTML/CSS, SQL","JQuery, ASP.NET, ASP.NET Core, Vue.js",".NET, NET Core","Microsoft SQL Server, MongoDB","GNU/Linux, Microsoft Windows, AWS",C#,PHP,ASP.NET Core,JQuery,"Trello, Microsoft Team, GitLab","ChatGPT, Google Bard",no,no,,,,
188,Hibrído,local_with_foreign_clients,"full_stack_dev, proj_lead",sys_admin,Yes,6_9 years,3_5 years,22_23 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",electronic_engineering,somewhat_important,male,30_34 years,33M_40M,"JavaScript, TypeScript, Ruby, SQL","React.js, Ruby on Rails",,"PostgreSQL, Redis","MacOS, Docker, AWS, Azure, Kubernetes",Ruby,SQL,Ruby on Rails,Angular,"GitHub, Slack, Google Suite (Docs, Meet, etc)","ChatGPT, Github Copilot","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
189,Hibrído,foreign_employer,backend_dev,,No,6_9 years,6_9 years,16_17 years,Senior,Principal,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,35_39 years,15M_18M,C#,,.NET,MySQL,Microsoft Windows,C#,PHP,ASP.NET,Angular,GitLab,Github Copilot,no,no,,,,
190,remote,foreign_employer,full_stack_dev,designer,Yes,1_2 years,1_2 years,16_17 years,Junior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,female,20_24 years,3.5M_5M,"JavaScript, PHP, HTML/CSS, SQL",JQuery,,"MySQL, MariaDB","Microsoft Windows, Docker",PHP,TypeScript,Laravel,Angular,"GitLab, Google Suite (Docs, Meet, etc), Jira","ChatGPT, Bing AI",no,no,,,,
191,remote,foreign_employer,backend_dev,devops_dataops,Yes,10_12 years,10_12 years,14_15 years,Senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,30_34 years,21M_24M,"JavaScript, Java, SQL",Spring,,"MySQL, MariaDB, MongoDB, Redis","Microsoft Windows, Docker, Kubernetes",Java,JavaScript,Spring,Vue.js,"Confluence, Slack, Jira, Discord, GitHub, Google Suite (Docs, Meet, etc)","ChatGPT, Github Copilot, Google Bard",no,no,,,,
192,Hibrído,Empleador local (Paraguay),"data_analyst, data_eng","devops_dataops, scientific_researcher",Yes,3_5 years,3_5 years,18_19 years,Senior,Mid-senior,master,computer_engineering,very_important,male,30_34 years,15M_18M,"Python, R",,"Pandas, Torch/PyTorch","MySQL, PostgreSQL, Microsoft SQL Server, Oracle, Elasticsearch","GNU/Linux, Microsoft Windows, MacOS, Docker, Microsoft Azure, Google Cloud Platform",Python,,,,"Confluence, Trello, Notion, GitHub, Jira, Google Suite (Docs, Meet, etc), Microsoft Azure, Slack",ChatGPT,no,no,,,,
193,Hibrído,Empleador local (Paraguay),proj_lead,"sys_admin, devops_dataops",Yes,6_9 years,1_2 years,18_19 years,Senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,somewhat_important,male,25_29 years,9M_12M,"JavaScript, TypeScript, Python, Java, SQL","React.js, Express, Symfony",Node.js,"PostgreSQL, MongoDB, Redis, Oracle","GNU/Linux, Microsoft Windows, Docker, Google Cloud Platform",JavaScript,HTML/CSS,Express,Angular.js,"GitHub, Google Suite (Docs, Meet, etc), Confluence, Jira","Google Bard, ChatGPT","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
